id,title,description,availability,condition,price,link,image_link,brand
13374,Ambarina ampolla botox capullo de seda x 25ml,ambarina ampolla botox capullo de seda x 25ml,in stock,new,5300,https://almacensandra.com.co/product/p-13374-ambarina-ampolla-botox-capullo-de-seda-x-25ml,https://casandra-static.s3.amazonaws.com/products/13374/80793.jpg,null
13375,Ambarina ampolla botox aminoacidos  x 25ml,ambarina ampolla botox aminoacidos  x 25ml,in stock,new,5300,https://almacensandra.com.co/product/p-13375-ambarina-ampolla-botox-aminoacidos-x-25ml,https://casandra-static.s3.amazonaws.com/products/13375/80794.jpg,null
13376,Bell skin mascarilla de fresa x350ml,bell skin mascarilla de fresa x350ml,in stock,new,40600,https://almacensandra.com.co/product/p-13376-bell-skin-mascarilla-de-fresa-x350ml,https://casandra-static.s3.amazonaws.com/products/13376/80798.jpg,BELL SKIN
13377,Bell skin mascarilla de uva x350ml,bell skin mascarilla de uva x350ml,in stock,new,40600,https://almacensandra.com.co/product/p-13377-bell-skin-mascarilla-de-uva-x350ml,https://casandra-static.s3.amazonaws.com/products/13377/80799.jpg,BELL SKIN
13383,Cadiveu shampoo bye bye frizz x 250ml,cadiveu shampoo bye bye frizz x 250ml,in stock,new,41100,https://almacensandra.com.co/product/p-13383-cadiveu-shampoo-bye-bye-frizz-x-250ml,https://casandra-static.s3.amazonaws.com/products/13383/80806.jpg,null
13386,Vitu agua micelar sabila y pepino x 490ml,vitu agua micelar sabila y pepino x 490ml,in stock,new,18300,https://almacensandra.com.co/product/p-13386-vitu-agua-micelar-sabila-y-pepino-x-490ml,https://casandra-static.s3.amazonaws.com/products/13386/80809.jpg,VITU
13387,Bonamix cera perlas ref ml110 x 500gr,bonamix cera perlas ref ml110 x 500gr,in stock,new,23000,https://almacensandra.com.co/product/p-13387-bonamix-cera-perlas-ref-ml110-x-500gr,https://casandra-static.s3.amazonaws.com/products/13387/80819.jpg,null
13390,Bonamix lampara uv-led ref: ml-689,bonamix lampara uv-led ref: ml-689,in stock,new,57900,https://almacensandra.com.co/product/p-13390-bonamix-lampara-uv-led-ref-ml-689,https://casandra-static.s3.amazonaws.com/products/13390/80822.jpg,null
13391,Bonamix lampara led colores ref: ml-836,bonamix lampara led colores ref: ml-836,in stock,new,104000,https://almacensandra.com.co/product/p-13391-bonamix-lampara-led-colores-ref-ml-836,https://casandra-static.s3.amazonaws.com/products/13391/80823.jpg,null
13392,Bonamix pinza pestaña recta ref: ml-840,bonamix pinza pestaña recta ref: ml-840,in stock,new,4600,https://almacensandra.com.co/product/p-13392-bonamix-pinza-pestana-recta-ref-ml-840,https://casandra-static.s3.amazonaws.com/products/13392/80824.jpg,null
13396,Bonamix masajeador corporal celluless ref: ml-137,bonamix masajeador corporal celluless ref: ml-137,in stock,new,75700,https://almacensandra.com.co/product/p-13396-bonamix-masajeador-corporal-celluless-ref-ml-137,https://casandra-static.s3.amazonaws.com/products/13396/80829.jpg,null
13397,Molto bella secador gamma+ plasma negro-azul 1350,molto bella secador gamma+ plasma negro-azul 1350,in stock,new,560500,https://almacensandra.com.co/product/p-13397-molto-bella-secador-gamma-plasma-negro-azul-1350,https://casandra-static.s3.amazonaws.com/products/13397/80830.jpg,GAMA
13398,Nutrit acondicionador repara max x 550ml,nutrit acondicionador repara max x 550ml,in stock,new,17100,https://almacensandra.com.co/product/p-13398-nutrit-acondicionador-repara-max-x-550ml,https://casandra-static.s3.amazonaws.com/products/13398/80832.jpg,ULTRA NUTRIT
13399,Nutrit shampoo repara max x 750ml,nutrit shampoo repara max x 750ml,in stock,new,18200,https://almacensandra.com.co/product/p-13399-nutrit-shampoo-repara-max-x-750ml,https://casandra-static.s3.amazonaws.com/products/13399/80833.jpg,ULTRA NUTRIT
13403,Masa moldeadora x 500,masa moldeadora x 500,in stock,new,8900,https://almacensandra.com.co/product/p-13403-masa-moldeadora-x-500,https://casandra-static.s3.amazonaws.com/products/13403/80837.jpg,ALMACEN SINCELEJO
13404,Checo esmalte ok iris x 12ml,checo esmalte ok iris x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13404-checo-esmalte-ok-iris-x-12ml,https://casandra-static.s3.amazonaws.com/products/13404/80838.jpg,CHECO
13405,Checo esmalte ok tulipan x 12ml,checo esmalte ok tulipan x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13405-checo-esmalte-ok-tulipan-x-12ml,https://casandra-static.s3.amazonaws.com/products/13405/80839.jpg,CHECO
13406,Checo esmalte ok azucena x 12ml,checo esmalte ok azucena x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13406-checo-esmalte-ok-azucena-x-12ml,https://casandra-static.s3.amazonaws.com/products/13406/80840.jpg,CHECO
13407,Checo esmalte ok muscaris x 12ml,checo esmalte ok muscaris x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13407-checo-esmalte-ok-muscaris-x-12ml,https://casandra-static.s3.amazonaws.com/products/13407/80841.jpg,CHECO
13408,Checo esmalte ok cineraria x 12ml,checo esmalte ok cineraria x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13408-checo-esmalte-ok-cineraria-x-12ml,https://casandra-static.s3.amazonaws.com/products/13408/80842.jpg,CHECO
13409,Checo esmalte ok azafran x 12ml,checo esmalte ok azafran x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13409-checo-esmalte-ok-azafran-x-12ml,https://casandra-static.s3.amazonaws.com/products/13409/80843.jpg,CHECO
13410,Checo esmalte ok dahlia x 12ml,checo esmalte ok dahlia x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13410-checo-esmalte-ok-dahlia-x-12ml,https://casandra-static.s3.amazonaws.com/products/13410/80844.jpg,CHECO
13411,Checo esmalte ok calatea x 12ml,checo esmalte ok calatea x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13411-checo-esmalte-ok-calatea-x-12ml,https://casandra-static.s3.amazonaws.com/products/13411/80845.jpg,CHECO
13412,Checo esmalte ok begonia x 12ml,checo esmalte ok begonia x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13412-checo-esmalte-ok-begonia-x-12ml,https://casandra-static.s3.amazonaws.com/products/13412/80846.jpg,CHECO
13413,Checo esmalte ok lavanda x 12ml,checo esmalte ok lavanda x 12ml,in stock,new,3300,https://almacensandra.com.co/product/p-13413-checo-esmalte-ok-lavanda-x-12ml,https://casandra-static.s3.amazonaws.com/products/13413/80847.jpg,CHECO
13421,Luxent tinte n.7.7 rubio medio mate x 60ml,luxent tinte n.7.7 rubio medio mate x 60ml,in stock,new,18100,https://almacensandra.com.co/product/p-13421-luxent-tinte-n77-rubio-medio-mate-x-60ml,https://casandra-static.s3.amazonaws.com/products/13421/80862.jpg,null
13423,Kerastase shampoo bain chroma nourishing protective x 1000ml,kerastase shampoo bain chroma nourishing protective x 1000ml,in stock,new,257200,https://almacensandra.com.co/product/p-13423-kerastase-shampoo-bain-chroma-nourishing-protective-x-1000ml,https://casandra-static.s3.amazonaws.com/products/13423/80867.jpg,KERASTASE
13424,Kerastase maque chroma filler combleur profond x500ml,kerastase maque chroma filler combleur profond x500ml,in stock,new,331400,https://almacensandra.com.co/product/p-13424-kerastase-maque-chroma-filler-combleur-profond-x500ml,https://casandra-static.s3.amazonaws.com/products/13424/80868.jpg,KERASTASE
13425,Kerastase maque chroma filler combleur profond x250ml3,kerastase maque chroma filler combleur profond x250ml3,in stock,new,211900,https://almacensandra.com.co/product/p-13425-kerastase-maque-chroma-filler-combleur-profond-x250ml3,https://casandra-static.s3.amazonaws.com/products/13425/80869.jpg,KERASTASE
13426,Kerastase shampoo bain riche chroma respect x 250ml,kerastase shampoo bain riche chroma respect x 250ml,in stock,new,127400,https://almacensandra.com.co/product/p-13426-kerastase-shampoo-bain-riche-chroma-respect-x-250ml,https://casandra-static.s3.amazonaws.com/products/13426/80870.jpg,KERASTASE
13427,Kerastase shampoo bain chroma respect x 250ml,kerastase shampoo bain chroma respect x 250ml,in stock,new,123400,https://almacensandra.com.co/product/p-13427-kerastase-shampoo-bain-chroma-respect-x-250ml,https://casandra-static.s3.amazonaws.com/products/13427/80871.jpg,KERASTASE
13429,Kerastase rinse soin acide chroma gloss x 210ml,kerastase rinse soin acide chroma gloss x 210ml,in stock,new,191600,https://almacensandra.com.co/product/p-13429-kerastase-rinse-soin-acide-chroma-gloss-x-210ml,https://casandra-static.s3.amazonaws.com/products/13429/80873.jpg,KERASTASE
13434,Masglo esmalte intimidante x 13.5ml,masglo esmalte intimidante x 13.5ml,in stock,new,7200,https://almacensandra.com.co/product/p-13434-masglo-esmalte-intimidante-x-135ml,https://casandra-static.s3.amazonaws.com/products/13434/80880.jpg,MASGLO
13438,Ponto  tratamiento 3 en 1 reparaciòn x100g,ponto  tratamiento 3 en 1 reparaciòn x100g,in stock,new,5700,https://almacensandra.com.co/product/p-13438-ponto-tratamiento-3-en-1-reparacion-x100g,https://casandra-static.s3.amazonaws.com/products/13438/80893.jpg,NOVEX
13439,Ponto  tratamiento 3 en 1 nutricion x 100ml,ponto  tratamiento 3 en 1 nutricion x 100ml,in stock,new,5700,https://almacensandra.com.co/product/p-13439-ponto-tratamiento-3-en-1-nutricion-x-100ml,https://casandra-static.s3.amazonaws.com/products/13439/80894.jpg,NOVEX
13440,Ponto  tratamiento 3 en 1 hidratacion x 100gr,ponto  tratamiento 3 en 1 hidratacion x 100gr,in stock,new,5700,https://almacensandra.com.co/product/p-13440-ponto-tratamiento-3-en-1-hidratacion-x-100gr,https://casandra-static.s3.amazonaws.com/products/13440/80895.jpg,NOVEX
13441,Biocress silicona 3 + aceite argan x 12 ml,biocress silicona 3 + aceite argan x 12 ml,in stock,new,4100,https://almacensandra.com.co/product/p-13441-biocress-silicona-3-aceite-argan-x-12-ml,https://casandra-static.s3.amazonaws.com/products/13441/80896.jpg,BIOCRESS
13447,Bardot fijador de maquillaje fixer x80ml,bardot fijador de maquillaje fixer x80ml,in stock,new,18900,https://almacensandra.com.co/product/p-13447-bardot-fijador-de-maquillaje-fixer-x80ml,https://casandra-static.s3.amazonaws.com/products/13447/80911.jpg,BARDOT
13459,Duvy class vision color touch tinte rubio oscuro natural n.6.0,duvy class vision color touch tinte rubio oscuro natural n.6.0,in stock,new,17200,https://almacensandra.com.co/product/p-13459-duvy-class-vision-color-touch-tinte-rubio-oscuro-natural-n60,https://casandra-static.s3.amazonaws.com/products/13459/80929.jpg,DUVY CLASS
13460,Duvy class vision color touch tinte rubio oscuro chocolate n.6.34,duvy class vision color touch tinte rubio oscuro chocolate n.6.34,in stock,new,17200,https://almacensandra.com.co/product/p-13460-duvy-class-vision-color-touch-tinte-rubio-oscuro-chocolate-n634,https://casandra-static.s3.amazonaws.com/products/13460/80931.jpg,DUVY CLASS
13461,Duvy class vision color touch tinte rubio oscuro rojo violeta n.6.67,duvy class vision color touch tinte rubio oscuro rojo violeta n.6.67,in stock,new,17200,https://almacensandra.com.co/product/p-13461-duvy-class-vision-color-touch-tinte-rubio-oscuro-rojo-violeta-n667,https://casandra-static.s3.amazonaws.com/products/13461/80932.jpg,DUVY CLASS
13462,Duvy class vision color touch tinte rubio medio natural n.7.0,duvy class vision color touch tinte rubio medio natural n.7.0,in stock,new,17200,https://almacensandra.com.co/product/p-13462-duvy-class-vision-color-touch-tinte-rubio-medio-natural-n70,https://casandra-static.s3.amazonaws.com/products/13462/80934.jpg,DUVY CLASS
13463,Duvy class vision color touch tinte rubio medio ceniza n.7.1,duvy class vision color touch tinte rubio medio ceniza n.7.1,in stock,new,17200,https://almacensandra.com.co/product/p-13463-duvy-class-vision-color-touch-tinte-rubio-medio-ceniza-n71,https://casandra-static.s3.amazonaws.com/products/13463/80935.jpg,DUVY CLASS
13464,Duvy class vision color touch tinte rubio claro natural n.8.0,duvy class vision color touch tinte rubio claro natural n.8.0,in stock,new,17200,https://almacensandra.com.co/product/p-13464-duvy-class-vision-color-touch-tinte-rubio-claro-natural-n80,https://casandra-static.s3.amazonaws.com/products/13464/80936.jpg,DUVY CLASS
13465,Duvy class vision color touch tinte rubio claro ceniza n.8.1,duvy class vision color touch tinte rubio claro ceniza n.8.1,in stock,new,17200,https://almacensandra.com.co/product/p-13465-duvy-class-vision-color-touch-tinte-rubio-claro-ceniza-n81,https://casandra-static.s3.amazonaws.com/products/13465/80937.jpg,DUVY CLASS
13466,Duvy class vision color touch tinte rubio claro ceniza dorado n.8.13,duvy class vision color touch tinte rubio claro ceniza dorado n.8.13,in stock,new,17200,https://almacensandra.com.co/product/p-13466-duvy-class-vision-color-touch-tinte-rubio-claro-ceniza-dorado-n813,https://casandra-static.s3.amazonaws.com/products/13466/80938.jpg,DUVY CLASS
13467,Duvy class vision color touch tinte castaño oscuro natural n.3.0,duvy class vision color touch tinte castaño oscuro natural n.3.0,in stock,new,17200,https://almacensandra.com.co/product/p-13467-duvy-class-vision-color-touch-tinte-castano-oscuro-natural-n30,https://casandra-static.s3.amazonaws.com/products/13467/80940.jpg,DUVY CLASS
13468,Duvy class vision color touch tinte castaño claro natural n.5.0,duvy class vision color touch tinte castaño claro natural n.5.0,in stock,new,17200,https://almacensandra.com.co/product/p-13468-duvy-class-vision-color-touch-tinte-castano-claro-natural-n50,https://casandra-static.s3.amazonaws.com/products/13468/80941.jpg,DUVY CLASS
13469,Duvy class vision color touch tinte negro natural n.1.0,duvy class vision color touch tinte negro natural n.1.0,in stock,new,17200,https://almacensandra.com.co/product/p-13469-duvy-class-vision-color-touch-tinte-negro-natural-n10,https://casandra-static.s3.amazonaws.com/products/13469/80943.jpg,DUVY CLASS
13493,Vogue esmalte sofisticada x 10ml,vogue esmalte sofisticada x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-13493-vogue-esmalte-sofisticada-x-10ml,https://casandra-static.s3.amazonaws.com/products/13493/80976.jpg,VOGUE
13494,Vogue esmalte autentica x 10ml,vogue esmalte autentica x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-13494-vogue-esmalte-autentica-x-10ml,https://casandra-static.s3.amazonaws.com/products/13494/80977.jpg,VOGUE
13495,Vogue esmalte fuerte x 10ml,vogue esmalte fuerte x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-13495-vogue-esmalte-fuerte-x-10ml,https://casandra-static.s3.amazonaws.com/products/13495/80978.jpg,VOGUE
13496,Vogue esmalte empoderada x 10ml,vogue esmalte empoderada x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-13496-vogue-esmalte-empoderada-x-10ml,https://casandra-static.s3.amazonaws.com/products/13496/80979.jpg,VOGUE
13497,Vogue esmalte serenax 10ml,vogue esmalte serenax 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-13497-vogue-esmalte-serenax-10ml,https://casandra-static.s3.amazonaws.com/products/13497/80980.jpg,VOGUE
13498,Vogue esmalte frescura x 10ml,vogue esmalte frescura x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-13498-vogue-esmalte-frescura-x-10ml,https://casandra-static.s3.amazonaws.com/products/13498/80981.jpg,VOGUE
13499,Luxent mascarilla aguamarine x300ml,luxent mascarilla aguamarine x300ml,in stock,new,27300,https://almacensandra.com.co/product/p-13499-luxent-mascarilla-aguamarine-x300ml,https://casandra-static.s3.amazonaws.com/products/13499/80982.jpg,null
13500,Ana maria bruma hidratante oxigenante x90ml,ana maria bruma hidratante oxigenante x90ml,in stock,new,31600,https://almacensandra.com.co/product/p-13500-ana-maria-bruma-hidratante-oxigenante-x90ml,https://casandra-static.s3.amazonaws.com/products/13500/80983.jpg,ANA MARIA
13503,Masglo esmalte brillo tres oro x 13.5ml,masglo esmalte brillo tres oro x 13.5ml,in stock,new,7200,https://almacensandra.com.co/product/p-13503-masglo-esmalte-brillo-tres-oro-x-135ml,https://casandra-static.s3.amazonaws.com/products/13503/80995.jpg,MASGLO
13504,Bonamix barbera tornasol ref: bar-03,bonamix barbera tornasol ref: bar-03,in stock,new,14500,https://almacensandra.com.co/product/p-13504-bonamix-barbera-tornasol-ref-bar-03,https://casandra-static.s3.amazonaws.com/products/13504/81002.jpg,null
13505,Bonamix cepillo para rizos magic brush ref: ml-108,bonamix cepillo para rizos magic brush ref: ml-108,in stock,new,11100,https://almacensandra.com.co/product/p-13505-bonamix-cepillo-para-rizos-magic-brush-ref-ml-108,https://casandra-static.s3.amazonaws.com/products/13505/81003.jpg,null
13506,Bonamix atomizador metalico ref:ml-122,bonamix atomizador metalico ref:ml-122,in stock,new,9400,https://almacensandra.com.co/product/p-13506-bonamix-atomizador-metalico-refml-122,https://casandra-static.s3.amazonaws.com/products/13506/81004.jpg,null
13508,Bonamix cepillo pequeño mirella ref: ml-457b,bonamix cepillo pequeño mirella ref: ml-457b,in stock,new,8100,https://almacensandra.com.co/product/p-13508-bonamix-cepillo-pequeno-mirella-ref-ml-457b,https://casandra-static.s3.amazonaws.com/products/13508/81006.jpg,null
13509,Bonamix brocha talquera plastica ref: 805,bonamix brocha talquera plastica ref: 805,in stock,new,9900,https://almacensandra.com.co/product/p-13509-bonamix-brocha-talquera-plastica-ref-805,https://casandra-static.s3.amazonaws.com/products/13509/81007.jpg,null
13511,Alfaparf semi di lino curls enhancing shampoo x 250ml,alfaparf semi di lino curls enhancing shampoo x 250ml,in stock,new,51000,https://almacensandra.com.co/product/p-13511-alfaparf-semi-di-lino-curls-enhancing-shampoo-x-250ml,https://casandra-static.s3.amazonaws.com/products/13511/81013.jpg,ALFAPARF
13512,Alfaparf illuminating conditioner x 200ml,alfaparf illuminating conditioner x 200ml,in stock,new,61500,https://almacensandra.com.co/product/p-13512-alfaparf-illuminating-conditioner-x-200ml,https://casandra-static.s3.amazonaws.com/products/13512/81014.jpg,ALFAPARF
13513,Alfaparf illuminating mask x 200ml,alfaparf illuminating mask x 200ml,in stock,new,90700,https://almacensandra.com.co/product/p-13513-alfaparf-illuminating-mask-x-200ml,https://casandra-static.s3.amazonaws.com/products/13513/81015.jpg,ALFAPARF
13514,Alfaparf semi di lino mask reconstuction damaged hair x200ml,alfaparf semi di lino mask reconstuction damaged hair x200ml,in stock,new,90700,https://almacensandra.com.co/product/p-13514-alfaparf-semi-di-lino-mask-reconstuction-damaged-hair-x200ml,https://casandra-static.s3.amazonaws.com/products/13514/81016.jpg,ALFAPARF
13515,Color soft tinte rubio marron intenso n 7.77 x 100ml,color soft tinte rubio marron intenso n 7.77 x 100ml,in stock,new,33400,https://almacensandra.com.co/product/p-13515-color-soft-tinte-rubio-marron-intenso-n-777-x-100ml,https://casandra-static.s3.amazonaws.com/products/13515/81030.jpg,COLOR SOFT
13516,Essence paleta iluminador broze your way x18gr,essence paleta iluminador broze your way x18gr,in stock,new,26200,https://almacensandra.com.co/product/p-13516-essence-paleta-iluminador-broze-your-way-x18gr,https://casandra-static.s3.amazonaws.com/products/13516/81038.jpg,SKALA
13517,New turbo patillera nt- diamond legend,new turbo patillera nt- diamond legend,in stock,new,241900,https://almacensandra.com.co/product/p-13517-new-turbo-patillera-nt-diamond-legend,https://casandra-static.s3.amazonaws.com/products/13517/81039.jpg,null
13518,New turbo pinza rizadora ref: nt-ilumina 32,new turbo pinza rizadora ref: nt-ilumina 32,in stock,new,135200,https://almacensandra.com.co/product/p-13518-new-turbo-pinza-rizadora-ref-nt-ilumina-32,https://casandra-static.s3.amazonaws.com/products/13518/81040.jpg,null
13519,New turbo pinza rizadora ref: nt-ilumina 25,new turbo pinza rizadora ref: nt-ilumina 25,in stock,new,125700,https://almacensandra.com.co/product/p-13519-new-turbo-pinza-rizadora-ref-nt-ilumina-25,https://casandra-static.s3.amazonaws.com/products/13519/81041.jpg,null
13520,Essence pestañina double trouble extra black x12ml,essence pestañina double trouble extra black x12ml,in stock,new,19900,https://almacensandra.com.co/product/p-13520-essence-pestanina-double-trouble-extra-black-x12ml,https://casandra-static.s3.amazonaws.com/products/13520/81044.jpg,SKALA
13521,Essence pestañina double trouble waterproof x 12ml,essence pestañina double trouble waterproof x 12ml,in stock,new,19900,https://almacensandra.com.co/product/p-13521-essence-pestanina-double-trouble-waterproof-x-12ml,https://casandra-static.s3.amazonaws.com/products/13521/81045.jpg,SKALA
