id,title,description,availability,condition,price,link,image_link,brand
7697,Arobell removedor de acrilico x 120ml,arobell removedor de acrilico x 120ml,in stock,new,14800,https://almacensandra.com.co/product/p-7697-arobell-removedor-de-acrilico-x-120ml,https://casandra-static.s3.amazonaws.com/products/7697/66407.jpg,AROBELL
7698,Arobell shampoo coco y jojoba x500ml,arobell shampoo coco y jojoba x500ml,in stock,new,17500,https://almacensandra.com.co/product/p-7698-arobell-shampoo-coco-y-jojoba-x500ml,https://casandra-static.s3.amazonaws.com/products/7698/66413.jpg,null
7699,Arobell oleo coco x 60ml,arobell oleo coco x 60ml,in stock,new,10000,https://almacensandra.com.co/product/p-7699-arobell-oleo-coco-x-60ml,https://casandra-static.s3.amazonaws.com/products/7699/66414.jpg,null
7700,Arobell gotas cicatrizante x 15ml,arobell gotas cicatrizante x 15ml,in stock,new,3400,https://almacensandra.com.co/product/p-7700-arobell-gotas-cicatrizante-x-15ml,https://casandra-static.s3.amazonaws.com/products/7700/66417.jpg,AROBELL
7701,Arobell esmalte nutri base x 13ml,arobell esmalte nutri base x 13ml,in stock,new,7600,https://almacensandra.com.co/product/p-7701-arobell-esmalte-nutri-base-x-13ml,https://casandra-static.s3.amazonaws.com/products/7701/66418.jpg,AROBELL
7702,Ana maria crema antiedad q10 x 60ml,ana maria crema antiedad q10 x 60ml,in stock,new,53200,https://almacensandra.com.co/product/p-7702-ana-maria-crema-antiedad-q10-x-60ml,https://casandra-static.s3.amazonaws.com/products/7702/66420.jpg,ANA MARIA
7703,Ana maria contorno ojos q10 x 15ml,ana maria contorno ojos q10 x 15ml,in stock,new,46600,https://almacensandra.com.co/product/p-7703-ana-maria-contorno-ojos-q10-x-15ml,https://casandra-static.s3.amazonaws.com/products/7703/66421.jpg,ANA MARIA
7705,Blomer cepillo torino penacho ref: 7103,blomer cepillo torino penacho ref: 7103,in stock,new,17400,https://almacensandra.com.co/product/p-7705-blomer-cepillo-torino-penacho-ref-7103,https://casandra-static.s3.amazonaws.com/products/7705/66424.jpg,BLOMER
7706,Blomer cepillo torino penacho ref: 7104,blomer cepillo torino penacho ref: 7104,in stock,new,23200,https://almacensandra.com.co/product/p-7706-blomer-cepillo-torino-penacho-ref-7104,https://casandra-static.s3.amazonaws.com/products/7706/66425.jpg,BLOMER
7707,Blomer cepillo torino cerda nylon ref: 7201,blomer cepillo torino cerda nylon ref: 7201,in stock,new,13900,https://almacensandra.com.co/product/p-7707-blomer-cepillo-torino-cerda-nylon-ref-7201,https://casandra-static.s3.amazonaws.com/products/7707/66430.jpg,BLOMER
7708,Blomer cepillo torino cerda nylon ref: 7202,blomer cepillo torino cerda nylon ref: 7202,in stock,new,15700,https://almacensandra.com.co/product/p-7708-blomer-cepillo-torino-cerda-nylon-ref-7202,https://casandra-static.s3.amazonaws.com/products/7708/66431.jpg,BLOMER
7709,Blomer cepillo torino cerda nylon ref: 7203,blomer cepillo torino cerda nylon ref: 7203,in stock,new,17700,https://almacensandra.com.co/product/p-7709-blomer-cepillo-torino-cerda-nylon-ref-7203,https://casandra-static.s3.amazonaws.com/products/7709/66432.jpg,BLOMER
7710,Blomer cepillo torino cerda nylon ref: 7204,blomer cepillo torino cerda nylon ref: 7204,in stock,new,20800,https://almacensandra.com.co/product/p-7710-blomer-cepillo-torino-cerda-nylon-ref-7204,https://casandra-static.s3.amazonaws.com/products/7710/66433.jpg,BLOMER
7711,Blomer cepillo mini ref: 2102,blomer cepillo mini ref: 2102,in stock,new,8100,https://almacensandra.com.co/product/p-7711-blomer-cepillo-mini-ref-2102,https://casandra-static.s3.amazonaws.com/products/7711/66434.jpg,BLOMER
7712,Blomer cepillo mini ref: 2103,blomer cepillo mini ref: 2103,in stock,new,9100,https://almacensandra.com.co/product/p-7712-blomer-cepillo-mini-ref-2103,https://casandra-static.s3.amazonaws.com/products/7712/66435.jpg,BLOMER
7713,Mye aminoacidos x 280gr,mye aminoacidos x 280gr,in stock,new,101200,https://almacensandra.com.co/product/p-7713-mye-aminoacidos-x-280gr,https://casandra-static.s3.amazonaws.com/products/7713/66436.jpg,MYE
7714,Mye tinte negro intenso n.1.0 x 60gr,mye tinte negro intenso n.1.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7714-mye-tinte-negro-intenso-n10-x-60gr,https://casandra-static.s3.amazonaws.com/products/7714/66437.jpg,null
7715,Mye tinte castaño oscuro n.3.0 x 60gr,mye tinte castaño oscuro n.3.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7715-mye-tinte-castano-oscuro-n30-x-60gr,https://casandra-static.s3.amazonaws.com/products/7715/66438.jpg,null
7716,Mye tinte castaño medio n.4.0 x 60gr,mye tinte castaño medio n.4.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7716-mye-tinte-castano-medio-n40-x-60gr,https://casandra-static.s3.amazonaws.com/products/7716/66439.jpg,null
7717,Mye tinte castaño claro n.5.0 x 60gr,mye tinte castaño claro n.5.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7717-mye-tinte-castano-claro-n50-x-60gr,https://casandra-static.s3.amazonaws.com/products/7717/66440.jpg,null
7718,Mye tinte rubio oscuro n.6.0 x 60gr,mye tinte rubio oscuro n.6.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7718-mye-tinte-rubio-oscuro-n60-x-60gr,https://casandra-static.s3.amazonaws.com/products/7718/66441.jpg,null
7719,Mye tinte rubio medio n.7.0 x 60gr,mye tinte rubio medio n.7.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7719-mye-tinte-rubio-medio-n70-x-60gr,https://casandra-static.s3.amazonaws.com/products/7719/66442.jpg,null
7720,Mye tinte rubio claro n.8.0 x 60gr,mye tinte rubio claro n.8.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7720-mye-tinte-rubio-claro-n80-x-60gr,https://casandra-static.s3.amazonaws.com/products/7720/66443.jpg,null
7721,Mye tinte negro azul n.1.1 x 60gr,mye tinte negro azul n.1.1 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7721-mye-tinte-negro-azul-n11-x-60gr,https://casandra-static.s3.amazonaws.com/products/7721/66444.jpg,null
7722,Mye tinte rubio muy claro n.10.0 x 60gr,mye tinte rubio muy claro n.10.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7722-mye-tinte-rubio-muy-claro-n100-x-60gr,https://casandra-static.s3.amazonaws.com/products/7722/66445.jpg,null
7725,Mye tinte rubio oscuro cenizo n.6.1 x 60gr,mye tinte rubio oscuro cenizo n.6.1 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7725-mye-tinte-rubio-oscuro-cenizo-n61-x-60gr,https://casandra-static.s3.amazonaws.com/products/7725/66449.jpg,null
7726,Mye tinte rubio medio cenizo n.7.1 x 60gr,mye tinte rubio medio cenizo n.7.1 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7726-mye-tinte-rubio-medio-cenizo-n71-x-60gr,https://casandra-static.s3.amazonaws.com/products/7726/66450.jpg,null
7727,Mye tinte rubio claro cenizo n.8.1 x 60gr,mye tinte rubio claro cenizo n.8.1 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7727-mye-tinte-rubio-claro-cenizo-n81-x-60gr,https://casandra-static.s3.amazonaws.com/products/7727/66451.jpg,null
7729,Mye tinte rubio claro cobrizo n.8.44 x 60gr,mye tinte rubio claro cobrizo n.8.44 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7729-mye-tinte-rubio-claro-cobrizo-n844-x-60gr,https://casandra-static.s3.amazonaws.com/products/7729/66456.jpg,null
7730,Mye tinte castaño medio chocolate n.4.7 x 60gr,mye tinte castaño medio chocolate n.4.7 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7730-mye-tinte-castano-medio-chocolate-n47-x-60gr,https://casandra-static.s3.amazonaws.com/products/7730/66457.jpg,null
7731,Mye tinte castaño claro chocolate n.5.74 x 60gr,mye tinte castaño claro chocolate n.5.74 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7731-mye-tinte-castano-claro-chocolate-n574-x-60gr,https://casandra-static.s3.amazonaws.com/products/7731/66458.jpg,null
7732,Mye tinte rubio oscuro chocolate n.6.7 x 60gr,mye tinte rubio oscuro chocolate n.6.7 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7732-mye-tinte-rubio-oscuro-chocolate-n67-x-60gr,https://casandra-static.s3.amazonaws.com/products/7732/66459.jpg,null
7733,Mye tinte castaño claro violeta n.5.2 x 60gr,mye tinte castaño claro violeta n.5.2 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7733-mye-tinte-castano-claro-violeta-n52-x-60gr,https://casandra-static.s3.amazonaws.com/products/7733/66460.jpg,null
7734,Mye tinte rubio oscuro violeta n.6.22 x 60gr,mye tinte rubio oscuro violeta n.6.22 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7734-mye-tinte-rubio-oscuro-violeta-n622-x-60gr,https://casandra-static.s3.amazonaws.com/products/7734/66461.jpg,null
7736,Mye tinte rubio extraclaro n.12.0 x 60gr,mye tinte rubio extraclaro n.12.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7736-mye-tinte-rubio-extraclaro-n120-x-60gr,https://casandra-static.s3.amazonaws.com/products/7736/66465.jpg,null
7737,Mye tinte rubio extraclaro beige n. 12.2 x 60gr,mye tinte rubio extraclaro beige n. 12.2 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7737-mye-tinte-rubio-extraclaro-beige-n-122-x-60gr,https://casandra-static.s3.amazonaws.com/products/7737/66466.jpg,null
7738,Mye tinte plata n.9.8 x 60gr,mye tinte plata n.9.8 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7738-mye-tinte-plata-n98-x-60gr,https://casandra-static.s3.amazonaws.com/products/7738/66467.jpg,null
7739,Mye tinte fantasia azul n.fc2 x 60gr,mye tinte fantasia azul n.fc2 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7739-mye-tinte-fantasia-azul-nfc2-x-60gr,https://casandra-static.s3.amazonaws.com/products/7739/66469.jpg,null
7743,Nailen labial liquido dulce x 8ml,nailen labial liquido dulce x 8ml,in stock,new,7500,https://almacensandra.com.co/product/p-7743-nailen-labial-liquido-dulce-x-8ml,https://casandra-static.s3.amazonaws.com/products/7743/66473.jpg,NAILEN
7744,Nailen labial liquido lavanda x 8ml,nailen labial liquido lavanda x 8ml,in stock,new,7400,https://almacensandra.com.co/product/p-7744-nailen-labial-liquido-lavanda-x-8ml,https://casandra-static.s3.amazonaws.com/products/7744/66474.jpg,NAILEN
7746,Smart labial liquido dalia x 11ml,smart labial liquido dalia x 11ml,in stock,new,8600,https://almacensandra.com.co/product/p-7746-smart-labial-liquido-dalia-x-11ml,https://casandra-static.s3.amazonaws.com/products/7746/66476.jpg,NAILEN
7747,Smart labial liquido alei x 11ml,smart labial liquido alei x 11ml,in stock,new,9600,https://almacensandra.com.co/product/p-7747-smart-labial-liquido-alei-x-11ml,https://casandra-static.s3.amazonaws.com/products/7747/66478.jpg,NAILEN
7749,Smart labial liquido geranio x 11ml,smart labial liquido geranio x 11ml,in stock,new,9600,https://almacensandra.com.co/product/p-7749-smart-labial-liquido-geranio-x-11ml,https://casandra-static.s3.amazonaws.com/products/7749/66480.jpg,NAILEN
7751,Alter ego tinte rubio cobre n.7.4 x 100gr,alter ego tinte rubio cobre n.7.4 x 100gr,in stock,new,35700,https://almacensandra.com.co/product/p-7751-alter-ego-tinte-rubio-cobre-n74-x-100gr,https://casandra-static.s3.amazonaws.com/products/7751/66489.jpg,null
7754,Alter ego tinte rubio clarisimo n.9.0 x 100gr,alter ego tinte rubio clarisimo n.9.0 x 100gr,in stock,new,35700,https://almacensandra.com.co/product/p-7754-alter-ego-tinte-rubio-clarisimo-n90-x-100gr,https://casandra-static.s3.amazonaws.com/products/7754/66494.jpg,null
7755,Alter ego tinte rubio oscuro profundo n.6.00 x 100gr,alter ego tinte rubio oscuro profundo n.6.00 x 100gr,in stock,new,35700,https://almacensandra.com.co/product/p-7755-alter-ego-tinte-rubio-oscuro-profundo-n600-x-100gr,https://casandra-static.s3.amazonaws.com/products/7755/66495.jpg,null
7756,Alter ego activador v20 x 1000ml,alter ego activador v20 x 1000ml,in stock,new,39500,https://almacensandra.com.co/product/p-7756-alter-ego-activador-v20-x-1000ml,https://casandra-static.s3.amazonaws.com/products/7756/66501.jpg,null
7760,Kull tinte rubio cenizo intenso n.7.11 x 90gr,kull tinte rubio cenizo intenso n.7.11 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7760-kull-tinte-rubio-cenizo-intenso-n711-x-90gr,https://casandra-static.s3.amazonaws.com/products/7760/66509.jpg,null
7761,Kull tinte rubio cenizo intenso n.7.1 x 90gr,kull tinte rubio cenizo intenso n.7.1 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7761-kull-tinte-rubio-cenizo-intenso-n71-x-90gr,https://casandra-static.s3.amazonaws.com/products/7761/66510.jpg,null
7762,Kull tinte rubio platino n.9.9 x 90gr,kull tinte rubio platino n.9.9 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7762-kull-tinte-rubio-platino-n99-x-90gr,https://casandra-static.s3.amazonaws.com/products/7762/66511.jpg,null
7763,Kull tinte rubio dorado n.7.3 x 90gr,kull tinte rubio dorado n.7.3 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7763-kull-tinte-rubio-dorado-n73-x-90gr,https://casandra-static.s3.amazonaws.com/products/7763/66512.jpg,null
7764,Kull tinte rubio cenizo nacarado n.7.12 x 90gr,kull tinte rubio cenizo nacarado n.7.12 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7764-kull-tinte-rubio-cenizo-nacarado-n712-x-90gr,https://casandra-static.s3.amazonaws.com/products/7764/66513.jpg,null
7765,Kull tinte rubio claro cenizo n.8.11 x 90gr,kull tinte rubio claro cenizo n.8.11 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7765-kull-tinte-rubio-claro-cenizo-n811-x-90gr,https://casandra-static.s3.amazonaws.com/products/7765/66514.jpg,null
7766,Kull tinte rubio claro cenizo n.8.1 x 90gr,kull tinte rubio claro cenizo n.8.1 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7766-kull-tinte-rubio-claro-cenizo-n81-x-90gr,https://casandra-static.s3.amazonaws.com/products/7766/66515.jpg,null
7767,Kull tinte rubio extra claro nacarado intenso n.10.22 x 90gr,kull tinte rubio extra claro nacarado intenso n.10.22 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7767-kull-tinte-rubio-extra-claro-nacarado-intenso-n1022-x-90gr,https://casandra-static.s3.amazonaws.com/products/7767/66516.jpg,null
7768,Kull tinte castaño n.4 x 90gr,kull tinte castaño n.4 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7768-kull-tinte-castano-n4-x-90gr,https://casandra-static.s3.amazonaws.com/products/7768/66517.jpg,null
7769,Kull tinte rubio clarisimo n.9.11 x 90gr,kull tinte rubio clarisimo n.9.11 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7769-kull-tinte-rubio-clarisimo-n911-x-90gr,https://casandra-static.s3.amazonaws.com/products/7769/66518.jpg,null
7770,Kull tinte rubio claro nacarado intenso n.8.22 x 90gr,kull tinte rubio claro nacarado intenso n.8.22 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7770-kull-tinte-rubio-claro-nacarado-intenso-n822-x-90gr,https://casandra-static.s3.amazonaws.com/products/7770/66519.jpg,null
7771,Kull tinte borgoña n.4.65 x 90gr,kull tinte borgoña n.4.65 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7771-kull-tinte-borgona-n465-x-90gr,https://casandra-static.s3.amazonaws.com/products/7771/66520.jpg,null
7772,Kull tinte rubio claro rojo inteso n.8.66 x 90gr,kull tinte rubio claro rojo inteso n.8.66 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7772-kull-tinte-rubio-claro-rojo-inteso-n866-x-90gr,https://casandra-static.s3.amazonaws.com/products/7772/66521.jpg,null
7773,Kull tinte rubio ultra claro nacarado n.902 x 90gr,kull tinte rubio ultra claro nacarado n.902 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7773-kull-tinte-rubio-ultra-claro-nacarado-n902-x-90gr,https://casandra-static.s3.amazonaws.com/products/7773/66522.jpg,null
7774,Kull tinte rubio oscuro cenizo nacarado n.6.12 x 90gr,kull tinte rubio oscuro cenizo nacarado n.6.12 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7774-kull-tinte-rubio-oscuro-cenizo-nacarado-n612-x-90gr,https://casandra-static.s3.amazonaws.com/products/7774/66523.jpg,null
7775,Kull tinte magenta x 90gr,kull tinte magenta x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7775-kull-tinte-magenta-x-90gr,https://casandra-static.s3.amazonaws.com/products/7775/66524.jpg,null
7776,Kull tinte castaño claro caoba n.5.5 x 90gr,kull tinte castaño claro caoba n.5.5 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7776-kull-tinte-castano-claro-caoba-n55-x-90gr,https://casandra-static.s3.amazonaws.com/products/7776/66525.jpg,null
7777,Kull tinte castaño oscuro n.3 x 90gr,kull tinte castaño oscuro n.3 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7777-kull-tinte-castano-oscuro-n3-x-90gr,https://casandra-static.s3.amazonaws.com/products/7777/66526.jpg,null
7778,Kull tinte moka n.5.45 x 90gr,kull tinte moka n.5.45 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7778-kull-tinte-moka-n545-x-90gr,https://casandra-static.s3.amazonaws.com/products/7778/66527.jpg,null
7779,Kull tinte violeta x 90gr,kull tinte violeta x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7779-kull-tinte-violeta-x-90gr,https://casandra-static.s3.amazonaws.com/products/7779/66528.jpg,null
7780,Kull tinte azul x 90gr,kull tinte azul x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7780-kull-tinte-azul-x-90gr,https://casandra-static.s3.amazonaws.com/products/7780/66529.jpg,null
7781,Kull tinte latte macchiato n.7.31 x 90gr,kull tinte latte macchiato n.7.31 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7781-kull-tinte-latte-macchiato-n731-x-90gr,https://casandra-static.s3.amazonaws.com/products/7781/66530.jpg,null
7783,Kuul tinte red x 90gr,kuul tinte red x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7783-kuul-tinte-red-x-90gr,https://casandra-static.s3.amazonaws.com/products/7783/66537.jpg,null
7784,Kuul tinte n.7.35 capuchino x 90gr,kuul tinte n.7.35 capuchino x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7784-kuul-tinte-n735-capuchino-x-90gr,https://casandra-static.s3.amazonaws.com/products/7784/66538.jpg,null
7785,Kuul tinte rubio cobrizo intenso n.7.44 x 90gr,kuul tinte rubio cobrizo intenso n.7.44 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7785-kuul-tinte-rubio-cobrizo-intenso-n744-x-90gr,https://casandra-static.s3.amazonaws.com/products/7785/66539.jpg,null
7786,Kuul tinte castaño claro n.5 x 90gr,kuul tinte castaño claro n.5 x 90gr,in stock,new,14900,https://almacensandra.com.co/product/p-7786-kuul-tinte-castano-claro-n5-x-90gr,https://casandra-static.s3.amazonaws.com/products/7786/66540.jpg,null
7787,Urbanus tinte rubio medio rojo intenso n.7.66 x 60gr,urbanus tinte rubio medio rojo intenso n.7.66 x 60gr,in stock,new,14900,https://almacensandra.com.co/product/p-7787-urbanus-tinte-rubio-medio-rojo-intenso-n766-x-60gr,https://casandra-static.s3.amazonaws.com/products/7787/66541.jpg,PROKPIL
7789,Igora tinte vibrance gel n.3.0  x 60gr,igora tinte vibrance gel n.3.0  x 60gr,in stock,new,21900,https://almacensandra.com.co/product/p-7789-igora-tinte-vibrance-gel-n30-x-60gr,https://casandra-static.s3.amazonaws.com/products/7789/66543.jpg,IGORA
7790,Igora tinte vibrance gel n.9.1  x 60gr,igora tinte vibrance gel n.9.1  x 60gr,in stock,new,21900,https://almacensandra.com.co/product/p-7790-igora-tinte-vibrance-gel-n91-x-60gr,https://casandra-static.s3.amazonaws.com/products/7790/66544.jpg,IGORA
7791,Igora tinte vibrance gel n.9.65  x 60gr,igora tinte vibrance gel n.9.65  x 60gr,in stock,new,21900,https://almacensandra.com.co/product/p-7791-igora-tinte-vibrance-gel-n965-x-60gr,https://casandra-static.s3.amazonaws.com/products/7791/66545.jpg,IGORA
7792,Nouvelle tinte rubio core vivo n-7.44 x 100ml,nouvelle tinte rubio core vivo n-7.44 x 100ml,in stock,new,21500,https://almacensandra.com.co/product/p-7792-nouvelle-tinte-rubio-core-vivo-n-744-x-100ml,https://casandra-static.s3.amazonaws.com/products/7792/66546.jpg,NOUVELLE
7793,Nouvelle tinte rubio castaño oro irisado n.4.62 x 100ml,nouvelle tinte rubio castaño oro irisado n.4.62 x 100ml,in stock,new,21500,https://almacensandra.com.co/product/p-7793-nouvelle-tinte-rubio-castano-oro-irisado-n462-x-100ml,https://casandra-static.s3.amazonaws.com/products/7793/66551.jpg,NOUVELLE
7794,Nouvelle tinte cornalina n.7.41 x 100ml,nouvelle tinte cornalina n.7.41 x 100ml,in stock,new,21500,https://almacensandra.com.co/product/p-7794-nouvelle-tinte-cornalina-n741-x-100ml,https://casandra-static.s3.amazonaws.com/products/7794/66552.jpg,NOUVELLE
7795,Yellow mascarilla nutritive x 500gr,yellow mascarilla nutritive x 500gr,in stock,new,54600,https://almacensandra.com.co/product/p-7795-yellow-mascarilla-nutritive-x-500gr,https://casandra-static.s3.amazonaws.com/products/7795/66554.jpg,YELLOW
7798,Biocress shampoo coco x 1000ml,biocress shampoo coco x 1000ml,in stock,new,39100,https://almacensandra.com.co/product/p-7798-biocress-shampoo-coco-x-1000ml,https://casandra-static.s3.amazonaws.com/products/7798/66572.jpg,BIOCRESS
7799,Biocress tratamiento coco x 1000gr,biocress tratamiento coco x 1000gr,in stock,new,47900,https://almacensandra.com.co/product/p-7799-biocress-tratamiento-coco-x-1000gr,https://casandra-static.s3.amazonaws.com/products/7799/66573.jpg,BIOCRESS
7800,Biocress shampoo guayaba control caspa x 300ml,biocress shampoo guayaba control caspa x 300ml,in stock,new,32900,https://almacensandra.com.co/product/p-7800-biocress-shampoo-guayaba-control-caspa-x-300ml,https://casandra-static.s3.amazonaws.com/products/7800/66574.jpg,BIOCRESS
7801,Biocress kit keratina alisadora x 160ml,biocress kit keratina alisadora x 160ml,in stock,new,97600,https://almacensandra.com.co/product/p-7801-biocress-kit-keratina-alisadora-x-160ml,https://casandra-static.s3.amazonaws.com/products/7801/66576.jpg,BIOCRESS
7802,Checo lima acolchada recta,checo lima acolchada recta,in stock,new,1300,https://almacensandra.com.co/product/p-7802-checo-lima-acolchada-recta,https://casandra-static.s3.amazonaws.com/products/7802/66579.jpg,GHEM
7803,Checo lima acolchada curva,checo lima acolchada curva,in stock,new,1300,https://almacensandra.com.co/product/p-7803-checo-lima-acolchada-curva,https://casandra-static.s3.amazonaws.com/products/7803/66580.jpg,GHEM
7810,Du pestañas pelo a pelo 0.05c x 12mm,du pestañas pelo a pelo 0.05c x 12mm,in stock,new,18900,https://almacensandra.com.co/product/p-7810-du-pestanas-pelo-a-pelo-005c-x-12mm,https://casandra-static.s3.amazonaws.com/products/7810/66605.jpg,null
7820,Du pestaña entera 3d ref: 3d-04,du pestaña entera 3d ref: 3d-04,in stock,new,7500,https://almacensandra.com.co/product/p-7820-du-pestana-entera-3d-ref-3d-04,https://casandra-static.s3.amazonaws.com/products/7820/66632.jpg,null
7829,Prokpil mascarilla humo x 150ml,prokpil mascarilla humo x 150ml,in stock,new,12800,https://almacensandra.com.co/product/p-7829-prokpil-mascarilla-humo-x-150ml,https://casandra-static.s3.amazonaws.com/products/7829/66643.jpg,PROKPIL
7830,Giorgio acondicionador kera revitaliza y fortaleze x 350gr,giorgio acondicionador kera revitaliza y fortaleze x 350gr,in stock,new,22100,https://almacensandra.com.co/product/p-7830-giorgio-acondicionador-kera-revitaliza-y-fortaleze-x-350gr,https://casandra-static.s3.amazonaws.com/products/7830/66644.jpg,GIORGIO
7832,Rave laca 4x mega x 312gr,rave laca 4x mega x 312gr,in stock,new,18300,https://almacensandra.com.co/product/p-7832-rave-laca-4x-mega-x-312gr,https://casandra-static.s3.amazonaws.com/products/7832/66646.jpg,null
7833,Nouvelle tinte semipermanete pop negro x 120ml,nouvelle tinte semipermanete pop negro x 120ml,in stock,new,7500,https://almacensandra.com.co/product/p-7833-nouvelle-tinte-semipermanete-pop-negro-x-120ml,https://casandra-static.s3.amazonaws.com/products/7833/66647.jpg,null
7834,Nouvelle tinte semipermanete pop gris x 120ml,nouvelle tinte semipermanete pop gris x 120ml,in stock,new,7500,https://almacensandra.com.co/product/p-7834-nouvelle-tinte-semipermanete-pop-gris-x-120ml,https://casandra-static.s3.amazonaws.com/products/7834/66648.jpg,null
7836,Nouvelle tinte semipermanete pop negro azul  x 120ml,nouvelle tinte semipermanete pop negro azul  x 120ml,in stock,new,7500,https://almacensandra.com.co/product/p-7836-nouvelle-tinte-semipermanete-pop-negro-azul-x-120ml,https://casandra-static.s3.amazonaws.com/products/7836/66650.jpg,null
7838,Nouvelle tinte semipermanete pop champagne x 120ml,nouvelle tinte semipermanete pop champagne x 120ml,in stock,new,7500,https://almacensandra.com.co/product/p-7838-nouvelle-tinte-semipermanete-pop-champagne-x-120ml,https://casandra-static.s3.amazonaws.com/products/7838/66652.jpg,null
7841,Silky tinte semipermanente cobre exotico x 90ml,silky tinte semipermanente cobre exotico x 90ml,in stock,new,5200,https://almacensandra.com.co/product/p-7841-silky-tinte-semipermanente-cobre-exotico-x-90ml,https://casandra-static.s3.amazonaws.com/products/7841/66656.jpg,null
7842,Silky tinte semipermanente rubio atractivo  x 90ml,silky tinte semipermanente rubio atractivo  x 90ml,in stock,new,5200,https://almacensandra.com.co/product/p-7842-silky-tinte-semipermanente-rubio-atractivo-x-90ml,https://casandra-static.s3.amazonaws.com/products/7842/66657.jpg,null
7844,Silky tinte semipermanente fucsia glamuroso x 90ml,silky tinte semipermanente fucsia glamuroso x 90ml,in stock,new,5200,https://almacensandra.com.co/product/p-7844-silky-tinte-semipermanente-fucsia-glamuroso-x-90ml,https://casandra-static.s3.amazonaws.com/products/7844/66659.jpg,null
7846,Mye tinte rubio clarisimo n.9.0 x 60gr,mye tinte rubio clarisimo n.9.0 x 60gr,in stock,new,17900,https://almacensandra.com.co/product/p-7846-mye-tinte-rubio-clarisimo-n90-x-60gr,https://casandra-static.s3.amazonaws.com/products/7846/66672.jpg,null
7848,Vitu crema natural piña y coco  x 1000ml,vitu crema natural piña y coco  x 1000ml,in stock,new,20800,https://almacensandra.com.co/product/p-7848-vitu-crema-natural-pina-y-coco-x-1000ml,https://casandra-static.s3.amazonaws.com/products/7848/66677.jpg,VITU
7849,Vitu polvo compacto calendula cacao n.5 x 12gr,vitu polvo compacto calendula cacao n.5 x 12gr,in stock,new,10100,https://almacensandra.com.co/product/p-7849-vitu-polvo-compacto-calendula-cacao-n5-x-12gr,https://casandra-static.s3.amazonaws.com/products/7849/66679.jpg,VITU
7850,Vitu polvo compacto calendula macadamia n.1 x 12gr,vitu polvo compacto calendula macadamia n.1 x 12gr,in stock,new,10100,https://almacensandra.com.co/product/p-7850-vitu-polvo-compacto-calendula-macadamia-n1-x-12gr,https://casandra-static.s3.amazonaws.com/products/7850/66680.jpg,VITU
